RefId,IsBadBuy
73015,0.08266936389235616
73016,0.06459586358065011
73017,0.07336604331685545
73018,0.11664780983869648
73019,0.30810014637267996
73020,0.1514378409399913
73021,0.15239924474257155
73022,0.21691023511840862
73023,0.08153468239425557
73024,0.2771153893503078
73025,0.09380705353146018
73026,0.2567658075648104
73027,0.3481082585200482
73028,0.09899270242333556
73029,0.12813969866896785
73030,0.10664553902159703
73031,0.10468013094337643
73032,0.10262729995958528
73033,0.06332085261529402
73034,0.1304871365414528
73035,0.06201679842874948
73036,0.06398411560794418
73037,0.08158225388227448
73038,0.1392606542683782
73039,0.1200549208306496
73040,0.06380322214748163
73041,0.2370760082442155
73042,0.06899520559418326
73043,0.11663582633492223
73044,0.21483788374403137
73045,0.317239461002706
73046,0.08108026514690538
73047,0.2054331530360856
73048,0.10016597639759066
73049,0.07634411532157633
73050,0.1139204570224298
73051,0.08544262052290069
73052,0.2660193900064797
73053,0.2827920466111892
73054,0.07634328210391036
73055,0.1773327520386299
73056,0.08366411368606058
73057,0.13729106210575082
73058,0.13355908492300725
73059,0.11807369263225359
73060,0.07694076131359598
73061,0.12158429596852394
73062,0.07307548665104636
73063,0.11224410298687697
73064,0.06565091492730928
73065,0.06377041812304436
73066,0.06848404115340051
73067,0.06523738726576675
73068,0.09054002397448394
73069,0.06905885732883
73070,0.06363146552855839
73071,0.06961207521746553
73072,0.07143210543658758
73073,0.10378605362810411
73074,0.05510986702788808
73075,0.11860509238162881
73076,0.07615356186522998
73077,0.0656041874591452
73078,0.15482447053974513
73079,0.10175714408546287
73080,0.1267020219549555
73081,0.08514171783848709
73082,0.0759917513554279
73083,0.09670060945346692
73084,0.09280346458563137
73085,0.09530052414675858
73086,0.31797560292843513
73087,0.0995402473106062
73088,0.0781235506910734
73089,0.1361999767552438
73090,0.11100203395948681
73091,0.1364357823610172
73092,0.05865508187746319
73093,0.0925520203741637
73094,0.12263519845702796
73095,0.17596098247540629
73096,0.11702813760677573
73097,0.0925112227428262
73098,0.09885183561103546
73099,0.10138600975305179
73100,0.09632442028372398
73101,0.1333938302080893
73102,0.10542590169719573
73103,0.09296393302609943
73104,0.31740091314118396
73105,0.26610248181243
73106,0.11726433774474415
73107,0.2590307015725741
73108,0.1194693444805726
73109,0.15997473967851802
73110,0.215802724561737
73111,0.09302836498165674
73112,0.2258927848161213
73113,0.12231963788075804
73114,0.17162884783904295
73115,0.09601750303667264
73116,0.09632042890408857
73117,0.18249679788454698
73118,0.16432578295584022
73119,0.26526722741618786
73120,0.28140128062307945
73121,0.16001325407365816
73122,0.10541300427123054
73123,0.0927833622311824
73124,0.19602000166761532
73125,0.11348228922028274
73126,0.18216321689037895
73127,0.11747933563174848
