RefId,IsBadBuy
73015,0.07874298169605123
73016,0.08765548782477046
73017,0.07545817023867235
73018,0.09374396835704449
73019,0.20414729372762155
73020,0.10627096898754926
73021,0.06643718762484087
73022,0.10814086362898827
73023,0.08480571012436805
73024,0.19980121240412232
73025,0.07913911253342151
73026,0.19744468664059897
73027,0.3876523212074571
73028,0.09691452243517562
73029,0.069086625190321
73030,0.0742517682639218
73031,0.2902608888420288
73032,0.10321329746439148
73033,0.07075241339283438
73034,0.16049622582969372
73035,0.10422520602038073
73036,0.10565852150151041
73037,0.08353891147693755
73038,0.0976350066828689
73039,0.08097219960260273
73040,0.07245165188762907
73041,0.18758003975298582
73042,0.07074157683434795
73043,0.10531952375459823
73044,0.0830844312917409
73045,0.08760649909599144
73046,0.11964164147976938
73047,0.162267197568484
73048,0.08251583284322025
73049,0.0737532982151621
73050,0.0677571933543401
73051,0.13442789039405317
73052,0.29783686804534726
73053,0.19148623605012818
73054,0.06996680623979513
73055,0.13535996857936244
73056,0.09610022399581544
73057,0.07193080956265681
73058,0.14167211276756458
73059,0.08524059678444829
73060,0.08187278522120846
73061,0.1160334185930982
73062,0.09590251639751697
73063,0.10327491283039064
73064,0.07122559348736765
73065,0.07377565639353063
73066,0.0815078259174507
73067,0.0775853846387239
73068,0.08793901212115894
73069,0.07152436640735264
73070,0.06875868087215431
73071,0.07578667796887753
73072,0.07335108852135304
73073,0.09090857459419843
73074,0.07290814541998854
73075,0.11329385761252991
73076,0.07629310828582735
73077,0.08330262693530278
73078,0.0972740472912261
73079,0.08360367131683005
73080,0.09976352857978207
73081,0.09873913275990405
73082,0.0833955163367068
73083,0.08696495301176596
73084,0.07465666799140067
73085,0.19671934405456648
73086,0.1284977153552332
73087,0.0802236012831818
73088,0.08139992400594523
73089,0.1097146645507496
73090,0.17637557317131336
73091,0.11326559245014688
73092,0.0780964979954908
73093,0.08458570034115845
73094,0.08423788395320363
73095,0.17473885131894845
73096,0.08662578087863311
73097,0.08076605044800086
73098,0.08585214238037063
73099,0.09373660230348489
73100,0.07960423177705644
73101,0.1133580005452165
73102,0.08341234209641839
73103,0.08058954680402806
73104,0.4729589859389904
73105,0.1765805334289602
73106,0.07701614885056739
73107,0.17741144975727635
73108,0.07430305648505664
73109,0.08532175164559692
73110,0.12930608071754146
73111,0.1062093811052387
73112,0.29980509472286515
73113,0.09512013612196574
73114,0.12681551092360274
73115,0.19793848468057823
73116,0.08873210440373774
73117,0.10570077809669406
73118,0.1405325290466386
73119,0.21364333199401817
73120,0.1879921869813996
73121,0.10338117532151028
73122,0.07845899854126287
73123,0.08238188666899891
73124,0.2462159297755911
73125,0.07878375404897651
73126,0.14061253284306768
73127,0.09348623512929634
73128,0.13194663439738014
73129,0.08487467289651224
73130,0.10440114054260263
73131,0.08112395095916398
73132,0.10870625251451559
73133,0.0797482022562307
73134,0.16042051343872477
73135,0.0916530106454597
73136,0.0809443724932589
73137,0.22423098642191924
73138,0.1320435270983834
73139,0.11484152412777267
73140,0.41781812204055424
73141,0.09830477147889585
73142,0.08428844593667478
73143,0.13938213836543256
73144,0.08398908184048474
73145,0.08945475272788032
73146,0.11691408406985658
73147,0.11313713992899142
73148,0.18080626691427354
73149,0.36249524980209397
73150,0.07971732885417308
73151,0.09862593784600765
73152,0.11548323096702344
73153,0.08413080377864283
73154,0.3340054856873027
73155,0.09675218861642228
73156,0.08729182933516658
73157,0.08064136053888887
73158,0.19298279367859694
73159,0.12667173789868388
73160,0.23611122495969483
73161,0.08908514100502243
73162,0.23536879574197866
73163,0.10548085954917125
73164,0.08954740321037631
73165,0.0902988690925189
73166,0.13367820960498047
73167,0.08106616081121876
73168,0.09314369500000776
73169,0.14816090773800103
73170,0.10253296049352005
73171,0.10486943836328716
73172,0.1250652250462375
73173,0.08576720857872029
73174,0.09491415660110694
73175,0.09040346764536904
73176,0.09020142277613638
73177,0.09021716784870218
73178,0.14051438457591794
73179,0.09561159465578692
73180,0.08654437275383618
73181,0.08831940256400887
73182,0.08351277456502004
73183,0.12179442739936622
73184,0.09517057008910347
73185,0.0890401424452792
73186,0.11185199049566884
73187,0.09392243789684727
73188,0.09950974896864995
73189,0.09566419091231039
73190,0.30876072257788506
73191,0.2061306956219432
73192,0.2715517934270816
73193,0.09479696771761827
73194,0.3246781717595985
73195,0.12314375593218138
73196,0.12823854931046058
73197,0.30665408476350603
73198,0.0930875055828327
73199,0.09181614878388554
73200,0.11637761453935554
73201,0.13576578909870615
73202,0.2510545700229034
73203,0.09026238939042774
73204,0.10284488100826222
73205,0.1394798568274011
73206,0.10197822602979766
73207,0.10070696911039806
73208,0.110806839244606
73209,0.110240176172917
73210,0.11436709026003761
73211,0.1408863003598814
73212,0.090780657198033
73213,0.08256880946175935
73214,0.18014578465109218
73215,0.10081989464016701
73216,0.09799965730874657
73217,0.10169619158427502
73218,0.08955950780575034
73219,0.19732081710349583
73220,0.0986086413888397
73221,0.0817854305078588
73222,0.10139300739917823
73223,0.2061854081075045
73224,0.0941174374268983
73225,0.12388958848439516
73226,0.09016926996142165
73227,0.08600210343603067
73228,0.09147489955598946
73229,0.08085199317645224
73230,0.18064837840946918
73231,0.09398312689426064
73232,0.5752670173793925
73233,0.22679740988834513
73234,0.08949259260018828
73235,0.08865023226879176
73236,0.20347558867435245
73237,0.09103762911606059
73238,0.0790281088383892
73239,0.08503750958077291
73240,0.10859907803305817
73241,0.12430009896755373
73242,0.10139288671338813
73243,0.21660906997882262
73244,0.0821181363748695
73245,0.08520253690837487
73246,0.22886800318475642
73247,0.28693752093265995
73248,0.2817688252526657
73249,0.0888592238221942
73250,0.08882522242859452
73251,0.12451966640852223
73252,0.08034238161117987
73253,0.08987754626561117
73254,0.09484478626382364
73255,0.09177942237233601
73256,0.08716015774638479
73257,0.08296208312734718
73258,0.1138159849696027
73259,0.0963048829072494
73260,0.11314850880701033
73261,0.33973548761853695
73262,0.10319363074186905
73263,0.08591532787957244
73264,0.1413782874345001
73265,0.09260808777632913
73266,0.08119472292791594
73267,0.14900541355725627
73268,0.0851363840612651
73269,0.084128892705867
73270,0.08038452776774652
73271,0.10280657512580445
73272,0.2558295351535807
73273,0.09570253779173496
73274,0.10061790151411139
73275,0.219595614480375
73276,0.13519834658913224
73277,0.10737633299215038
73278,0.0940542133689723
73279,0.0908622885458041
73280,0.0975097517713262
73281,0.09505781778606771
73282,0.11085119610952711
73283,0.1069228513710394
73284,0.10845792508694879
73285,0.10232723941518748
73286,0.23522761257083055
73287,0.07524782284007364
73288,0.09316316572846159
73289,0.07923121954331439
73290,0.12310700078076159
73291,0.10033512026613213
73292,0.07972296629590861
73293,0.11417047938747911
73294,0.1075138599802014
73295,0.20492983651538757
73296,0.3193679062268794
73297,0.21815675731329442
73298,0.07396665630987938
73299,0.10492576798941586
73300,0.13052845713779124
73301,0.0948357901128492
73302,0.08832432356032152
73303,0.09080396711370237
73304,0.06959199747049284
73305,0.1732966535667204
73306,0.22642327702351703
73307,0.07053984627932919
73308,0.07208335537434529
73309,0.07746071082550317
73310,0.08709351673168389
73311,0.08999956185153592
73312,0.12304433348901908
73313,0.09249881853534198
73314,0.08684342093128375
73315,0.13187589597768856
73316,0.35201560041663676
73317,0.07740344590117862
73318,0.10419701513018771
73319,0.07551092195394621
73320,0.10978034815650663
73321,0.09133408216433113
73322,0.08676332350751093
73323,0.09049471325556353
73324,0.4188948586007213
73325,0.19299142790529816
73326,0.2602092993117105
73327,0.07760010382982979
73328,0.0725507299101493
73329,0.07684783593597888
73330,0.07543728485803568
73331,0.1049736946840119
73332,0.0721545575739998
73333,0.09535711717427169
73334,0.08445269638213866
73335,0.0753363216203244
73336,0.08964298834921447
73337,0.07762434456009808
73338,0.08653909178630939
73339,0.26079770532104013
73340,0.19414276090912053
73341,0.23498459564958515
73342,0.16184697552447944
73343,0.0811439822269623
73344,0.0825123012050607
73345,0.07547478366077864
73346,0.07852046880598036
73347,0.09227434014077415
73348,0.09971486287423477
73349,0.22368445455266922
73350,0.07095704368297542
73351,0.086390941617515
73352,0.09304226317508635
73353,0.39891241469428407
73354,0.10961037716415814
73355,0.12766920274243876
73356,0.11092622403940271
73357,0.08415958016472165
73358,0.0797437034434558
73359,0.07753067988652866
73360,0.3599308259680297
73361,0.07716462435590729
73362,0.0900678312202831
73363,0.07089696581426144
73364,0.08193197187492106
73365,0.07338766954879668
73366,0.07343796261101322
73367,0.07894160808231931
73368,0.19494445938322058
73369,0.09487344313947027
73370,0.10699977203033532
73371,0.07083732599926104
73372,0.07117268157272627
73373,0.11295585858203577
73374,0.19609432051310685
73375,0.09167418112327655
73376,0.1301645829575207
73377,0.12924990470815295
73378,0.08171138155268982
73379,0.10713841704305203
73380,0.1658050175532446
73381,0.08653776035222045
73382,0.09638361758569534
73383,0.07834040064052976
73384,0.08193338068535434
73385,0.07700818759565493
73386,0.08850878712620591
73387,0.08308854391123377
73388,0.10219205747040352
73389,0.07812234628127225
73390,0.11197120308700043
73391,0.07735160723589111
